V1,V2,V3,V4,V5,V6
-0.015330581,-0.010133235,-0.010091611,-1.47E-05,-0.006107166,0.000142207
-0.029459507,-0.023480688,-0.024584726,-0.000654764,-0.02189957,-0.003467835
0.033621552,0.023943689,0.020368311,0.00012221,0.01457846,0.002487518
-0.001206126,-0.000815641,-0.001820047,0,0.002866511,0.00128798
0.000192432,-0.001559141,-0.001061691,0.00053843,-0.002129147,-0.000142756
0.008669502,0.007684768,0.007958402,-0.000208213,0.006834558,0.001045009
-0.000406673,0.003277759,0.000400261,0.000985894,0.000269676,-6.11E-05
0.009110551,0.007982883,0.012013454,0,0.006036752,0.000576617
-0.007982931,-0.005370403,-0.007481003,5.12E-06,-0.00224571,-0.000452678
-0.002477189,-0.004483819,-0.003541648,0,-0.004219605,4.71E-05
-0.009856164,-0.009635193,-0.008409903,0,-0.007893097,-0.000194331
0.011401965,0.01037725,0.0108037,0,0.014183174,0.000147063
0.007140567,0.008465255,0.008732648,0.002397437,0.010059574,0.003004969
-0.005728225,-0.004132415,-0.003631425,6.25E-06,-0.001405613,0.000551284
0.004807238,0.006678075,0.007373411,0,0.001634202,0.000167276
-0.001873305,-0.003193023,-0.002258132,0,-0.002777155,-0.00152086
0.009424445,0.013746619,0.010009058,-0.002182821,0.006814791,-0.001762116
0.002462605,0.004138036,0.00093855,0.000273447,0.006861329,0.000964886
0.00026674,0.004233875,0.002993663,0.003512421,0.002008689,0.002231365
0.004643014,0.004664056,0.003632843,0.002488039,0.004266597,0.002352354
-0.004227448,-0.005532235,-0.004064334,-0.004109742,-0.006672374,-0.003400847
0.000625671,-0.001403429,-0.000746396,0.001114108,0.000946089,0.001240435
0.013861139,0.01768313,0.011059205,-1.43E-05,0.004496943,9.92E-05
0.00465266,0.003893955,0.007478428,-0.002454095,0.002557527,-0.001590492
0.003386675,0.008041655,0.005916719,4.76E-06,0.001755991,5.41E-05
-0.006763034,-0.010906555,-0.007321535,-3.76E-05,-0.002633102,-0.000194023
-0.008212625,-0.007625059,-0.007002872,-0.002204627,-0.00458327,-0.001919607
0.009213552,0.011283484,0.011904779,0.004121033,0.007664874,0.004703357
-0.002186135,-0.003168012,-0.003247896,-0.003472748,-0.004766585,-0.002059494
0.008791727,0.007235178,0.009792135,-0.001357432,0.007292313,-0.000537723
0.00033946,-0.000615343,-0.002270816,-0.002687358,-0.004384471,-0.002558308
-0.001600574,0.000483167,-0.000508492,-0.003051082,-0.001352993,-0.003113297
-0.012801926,-0.009027584,-0.006978436,-0.000337865,-0.005097019,-0.002023464
-0.002313929,0.000387404,0.000192276,-0.002571837,0.003165963,-0.005105717
0.005812264,0.007622558,0.007698671,-0.001319005,0.002973827,-0.001168048
0.001800598,0.001569611,0.004185339,-0.002751604,0.002424488,-0.001192059
0,0,0,0,0,0
0.013657278,0.014231012,0.012717897,0.005561411,0.011906255,0.005774278
-0.00274525,-0.004235656,-0.002736252,0.005016102,0.002063759,0.006270391
0.001837911,0.001970181,0.000608703,0.003382658,0.002099552,0.003129339
0.004784548,0.008716639,0.006460441,-0.005408379,0.000658261,-0.004348143
0,0,0,0,0,0
-0.008436763,-0.012101396,-0.011284128,0.001989301,-0.002340051,0.002838395
-0.001775439,-0.002074916,-0.00197824,-0.001925017,-0.002063062,-0.003220988
0.008859116,0.009263152,0.006254368,0.008703085,0.005919559,0.008413755
-0.002092068,-0.004182263,-0.001661445,-0.009471429,-0.003053162,-0.007403481
0.010970666,0.014453233,0.014726765,0.001152965,0.002938199,0.000808337
0.010874104,0.012588041,0.017382463,0.000753689,0.003540887,0.0008484
0.001320828,0.004684758,0.00441382,0.00400131,0.005580445,0.003348312
0.006673787,0.007372315,0.009638415,0.001921261,0.00585888,0.001832334
-0.002317224,0.00305296,0.003234672,0.003897463,0.005041701,0.001564232
-1.13E-05,-0.00223542,-0.000881857,0.003060154,0.00149377,0.003041574
-0.010563095,-0.013561578,-0.013123593,-0.000866226,-0.004379772,-0.001631753
0.00552967,0.005169866,0.005894506,0.003989229,0.001477217,0.004354712
-0.001266122,-0.000650238,-0.000730534,-0.000701757,-0.000122547,-0.000675532
-0.005877131,-0.001310667,-0.002719996,-0.001015279,-0.002360928,-0.000944284
