V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
-0.000380698,-0.000374759,-0.0003631,-0.025746336,-0.000365465,-0.002430897,-0.000259685,-0.000255779,-0.000248582,-0.018828944,-0.000200054,-0.001842509,-0.000213854,-0.000210696,-0.000202946,-0.015742728,-0.0001519,-0.00154484
-0.000473731,-0.00045188,-0.000439606,-0.026994691,-0.000265505,-0.001106125,-0.000282918,-0.000274232,-0.000269514,-0.02013559,-0.000185696,-0.000744055,-0.000220736,-0.000215283,-0.000212383,-0.016637081,-0.000148132,-0.000585413
-0.000355571,-0.000350478,-0.000346209,-0.028393976,-0.000305939,-0.005158411,-0.000235875,-0.000231953,-0.000229635,-0.02098897,-0.000208988,-0.00348935,-0.00019036,-0.000187767,-0.000185599,-0.017549381,-0.000163876,-0.002867463
-0.000340382,-0.000338273,-0.000333806,-0.029137409,-0.000296111,-0.002384573,-0.000224547,-0.000222258,-0.000219968,-0.020722665,-0.000193677,-0.001690886,-0.000177565,-0.000175735,-0.0001739,-0.017127019,-0.000149347,-0.001345845
-0.000539832,-0.000531951,-0.0005285,-0.029890085,-0.000304059,-0.006327644,-0.000336659,-0.000332387,-0.00033104,-0.021071886,-0.00019735,-0.004621008,-0.000262668,-0.000259373,-0.00025758,-0.017471081,-0.000154457,-0.003855049
-0.000458778,-0.000428294,-0.000426053,-0.030725258,-0.000311449,-0.003390668,-0.000306449,-0.000286006,-0.000284865,-0.020476948,-0.000186544,-0.002505193,-0.000243393,-0.000228671,-0.000228052,-0.016711423,-0.000146068,-0.002015049
-0.000498917,-0.0004885,-0.000468789,-0.031330429,-0.000261784,-0.003898544,-0.000323088,-0.000317298,-0.000303882,-0.021773901,-0.000193691,-0.002822032,-0.000258139,-0.000253414,-0.000243105,-0.018028184,-0.000157016,-0.002387514
-0.000456377,-0.000428348,-0.000412059,-0.028385434,-0.000283725,-0.001137234,-0.000289803,-0.000275131,-0.000266132,-0.020229451,-0.000188802,-0.0007481,-0.000228904,-0.000217088,-0.000210599,-0.016919982,-0.000148302,-0.000586354
-0.000467763,-0.000428701,-0.000415663,-0.029672353,-0.000370147,-0.003257516,-0.000318887,-0.000293467,-0.000283112,-0.020889523,-0.000213003,-0.002057008,-0.000254945,-0.000236,-0.000228221,-0.017029868,-0.000161123,-0.00161864
-0.000331892,-0.00032764,-0.000326739,-0.029437172,-0.000370663,-0.003022127,-0.000217492,-0.000213366,-0.000212985,-0.020431656,-0.000213163,-0.002040028,-0.000172492,-0.000169369,-0.000169337,-0.016711281,-0.000161198,-0.001641188
-0.000323828,-0.000323403,-0.000321984,-0.027978934,-0.00033301,-0.003174901,-0.000213852,-0.00021423,-0.000213039,-0.020207794,-0.000206488,-0.002237295,-0.000169733,-0.000170056,-0.000169053,-0.016649282,-0.000155418,-0.001775027
-0.000313132,-0.000304398,-0.000288339,-0.029219373,-0.00028281,-0.00140215,-0.000212807,-0.000205976,-0.000197937,-0.020904311,-0.000184191,-0.000948983,-0.000170966,-0.000166016,-0.000159579,-0.017224968,-0.000143704,-0.000746241
-0.000290542,-0.000282529,-0.000280191,-0.028128288,-0.000291348,-0.002564037,-0.000208939,-0.000202373,-0.00019872,-0.02079257,-0.000177466,-0.001834309,-0.000175459,-0.000170216,-0.000167084,-0.017062463,-0.0001383,-0.001518839
-0.00028036,-0.000278851,-0.000277233,-0.02838601,-0.000324531,-0.002491028,-0.000202233,-0.000200497,-0.000197715,-0.020775335,-0.000213018,-0.001624333,-0.000164457,-0.000162128,-0.000160117,-0.017079788,-0.000163339,-0.00126043
-0.000291605,-0.000290447,-0.000285169,-0.03171079,-0.000321327,-0.004489083,-0.000192038,-0.000192489,-0.000191865,-0.022027445,-0.00019021,-0.003483291,-0.000153846,-0.000154274,-0.000154254,-0.018309174,-0.000149038,-0.002910357
-0.000313289,-0.000311898,-0.00031193,-0.029829426,-0.000322911,-0.002115512,-0.000192065,-0.000189675,-0.000187276,-0.022982763,-0.000187142,-0.001461825,-0.000149159,-0.000147635,-0.000146183,-0.019264251,-0.000145536,-0.001195222
-0.000330234,-0.000328217,-0.00032197,-0.030145217,-0.000324823,-0.003299712,-0.000221463,-0.000219522,-0.000214191,-0.022299788,-0.000213207,-0.002192693,-0.000176062,-0.000175,-0.000170982,-0.018425008,-0.000163417,-0.001703949
-0.000283728,-0.000278464,-0.000275846,-0.028479982,-0.000328044,-0.005006846,-0.000191379,-0.00018611,-0.000183902,-0.021153608,-0.000202898,-0.003316857,-0.000151369,-0.000147099,-0.000145456,-0.017962782,-0.000153519,-0.002691721
-0.000298969,-0.000290255,-0.000281051,-0.027470613,-0.000308125,-0.003006268,-0.000189512,-0.00018518,-0.000181547,-0.020889638,-0.00017548,-0.002143858,-0.000147844,-0.000144841,-0.000142383,-0.017551771,-0.000139134,-0.001739314
-0.000299318,-0.000300443,-0.000306263,-0.030704418,-0.000307502,-0.00332169,-0.000197132,-0.000194732,-0.000195702,-0.022184056,-0.000190894,-0.002221343,-0.00015661,-0.000154755,-0.000155929,-0.018559245,-0.000149857,-0.001713728
-0.000293148,-0.000290997,-0.000286954,-0.034772292,-0.000323377,-0.001104989,-0.000217147,-0.000214133,-0.000210169,-0.023408373,-0.000205999,-0.000714617,-0.000176018,-0.00017427,-0.000171316,-0.019373067,-0.00015886,-0.000589187
-0.00036448,-0.000353931,-0.000350647,-0.036492184,-0.000278868,-0.001693501,-0.000224595,-0.00021894,-0.000217807,-0.02417571,-0.000187867,-0.001058747,-0.000174655,-0.000170675,-0.000170516,-0.019711585,-0.000146999,-0.000831862
-0.000420532,-0.000391786,-0.00037339,-0.039001146,-0.000268838,-0.002896455,-0.000275693,-0.000259942,-0.000248097,-0.02468854,-0.000174777,-0.001911977,-0.000216173,-0.000204635,-0.000195816,-0.020302147,-0.000140515,-0.001535126
-0.000271558,-0.000266293,-0.000263432,-0.037837858,-0.000317039,-0.003648291,-0.000193487,-0.000192946,-0.000190622,-0.025204819,-0.000206566,-0.002877548,-0.000155928,-0.000156155,-0.00015543,-0.020741126,-0.000161075,-0.002420996
-0.000249592,-0.000248966,-0.000249196,-0.038341642,-0.000300541,-0.004693739,-0.000168453,-0.000167579,-0.000168355,-0.025403581,-0.000194725,-0.003428528,-0.000135641,-0.000135252,-0.000135731,-0.021202204,-0.000153717,-0.002869277
-0.000237013,-0.000235807,-0.000235808,-0.030804453,-0.000280201,-0.001425391,-0.000170833,-0.000169351,-0.000169168,-0.02307645,-0.000182691,-0.000968173,-0.000140445,-0.000139166,-0.000139118,-0.019545642,-0.000143463,-0.000767942
-0.000285182,-0.000286012,-0.000287159,-0.030774888,-0.000360311,-0.001955701,-0.000180011,-0.000178707,-0.000176618,-0.023037581,-0.000201842,-0.001422803,-0.000140123,-0.000138961,-0.000138018,-0.019374735,-0.000155583,-0.001147217
-0.000213736,-0.000214145,-0.000213049,-0.031054188,-0.000250692,-0.001169557,-0.00014991,-0.00015019,-0.000150088,-0.023232835,-0.000167192,-0.00081481,-0.000121997,-0.000122673,-0.000123141,-0.019320055,-0.000134626,-0.000662446
-0.000239746,-0.000238358,-0.000239282,-0.032753636,-0.000274753,-0.002658414,-0.000161125,-0.00016072,-0.00015977,-0.024036648,-0.000187324,-0.001652538,-0.000131439,-0.000130862,-0.000130213,-0.019815968,-0.000147482,-0.001308765
-0.000277967,-0.000275465,-0.000279606,-0.033137633,-0.000402808,-0.002988101,-0.000180427,-0.000180193,-0.000182867,-0.023617922,-0.000220399,-0.001764788,-0.000145749,-0.000145441,-0.000146714,-0.019734318,-0.00016819,-0.001375139
-0.000321801,-0.000321862,-0.000311368,-0.031988468,-0.000350142,-0.002339565,-0.000195064,-0.000195074,-0.000190249,-0.02309071,-0.00019363,-0.00154564,-0.000150964,-0.00015079,-0.000146011,-0.019016439,-0.000150519,-0.001233353
-0.000216567,-0.000216436,-0.000219809,-0.033908267,-0.000315061,-0.003605481,-0.000163878,-0.000163346,-0.000163126,-0.023059547,-0.000193347,-0.002377929,-0.000135525,-0.000134998,-0.000135464,-0.019215992,-0.000154449,-0.00189136
-0.000308282,-0.000305408,-0.000302645,-0.031457193,-0.000325658,-0.005048738,-0.000192769,-0.000191697,-0.000190437,-0.022260844,-0.000202934,-0.00301468,-0.000153643,-0.000152986,-0.000152167,-0.018473142,-0.000156486,-0.002363217
-0.000274905,-0.00027242,-0.000267193,-0.026447748,-0.000273119,-0.000775588,-0.000182057,-0.000179926,-0.000177331,-0.020794833,-0.000176735,-0.000520639,-0.000143231,-0.000141832,-0.000140463,-0.017636661,-0.000137139,-0.000422894
-0.000322284,-0.000321618,-0.000320644,-0.03046582,-0.000336264,-0.002848767,-0.000204617,-0.000201801,-0.000200972,-0.021831408,-0.000202668,-0.001933784,-0.00016402,-0.000162373,-0.000161578,-0.017979194,-0.000157089,-0.001555376
-0.000310567,-0.000308242,-0.000306291,-0.028748554,-0.000285113,-0.003775154,-0.000210299,-0.000208417,-0.000207244,-0.020711774,-0.000194163,-0.002463834,-0.000169351,-0.000168102,-0.000167537,-0.01746329,-0.000153454,-0.001927564
-0.001115388,-0.001095216,-0.001083341,-0.031073004,-0.000930038,-0.003439728,-0.000633076,-0.000625684,-0.000631782,-0.021544885,-0.000555512,-0.002410791,-0.000498639,-0.0004932,-0.000497208,-0.017781654,-0.000435457,-0.001942604
-0.001166425,-0.001147531,-0.001127559,-0.029343098,-0.001103917,-0.002272319,-0.000727089,-0.000726402,-0.000712129,-0.021605833,-0.000619017,-0.001615004,-0.000560889,-0.000562163,-0.000551393,-0.018166461,-0.000463133,-0.001316829
