"V1","V2"
0.00907016768701199,0.00800638265275065
0.00982700107738609,0.00795492244835832
-0.00110395780067525,0.000768947534316494
-0.00419849083643487,-0.00464439633365581
-0.00282809445942475,-0.00157945972762343
-0.00249570823121527,-0.00137681770136377
-0.0058798477339033,-0.00562617100822891
-0.00716266876717643,-0.00662358419402341
-0.00795014570141513,-0.00713187269454616
-0.0109251219262919,-0.0137354049893458
0.00503309618119538,0.00597595497571817
0.00544306184680365,0.00507678259095099
-0.00480088988585509,-0.00405300471426509
0.00812796578036672,0.00741953329857201
0.00610731912412177,0.00531852819867583
0.00697218389710971,0.00896364693262462
0.00206127441796451,0.00261230907589597
0.00479355111722495,0.0026358031717016
-0.00404967601098152,-0.00366068130805386
0.00596897088272984,0.00553415327089476
-0.000880742473582651,-0.00134437574992923
0.00379537255633406,0.00391312836714767
0.00373941778472699,0.00295756936627507
0.00531299615380209,-0.000286965908599704
0.00809853600756669,0.0100972349200652
0.010225146137959,0.0043579662358366
-0.00984833580560525,-0.00696846884973921
0.00624574157956694,0.00385508581670005
-0.00562182137369383,-7.51312112523526e-05
0.0134195097040623,0.0149533113586999
0.0110631559560752,0.00876027343031923
0.00550226430290152,0.00797448037984198
-0.00310195448975919,-0.00337719645675697
-0.00382333176187821,-0.00277335184251605
-0.0140482653986931,-0.0169744113791057
0.00380217882664945,0.00527943256902566
0.00129039111147004,0.00154312687377555
-0.00226176325850973,-0.0033304956406254
0.000218594679730564,-0.000921272310883804
0.000381856522827434,0.00286171411187368
0.00349599085871877,0.00596415322897213
-0.00424272808600376,-0.00273869778735648
-0.010050932800058,-0.00963901052581059
0.00167315564159124,0.00180245830080168
0.0102268757074413,0.00928285675120153
-0.0016639806941811,-0.00169125376800715
-0.000125612567646392,0.000891131742473166
0.00666613927041356,0.00639691947176485
-0.00691282861670536,-0.00777091251454309
0.00462838977834715,0.00503276454021349
0.0124781364360495,0.012671498923161
-0.00313076992463216,-0.00201178431884953
-0.00230980109953358,-0.000446674780687972
0.00416658072229579,0.0048454080256153
-0.0130390508056917,-0.00799154128485778
0.000900028843143855,-0.00100941097556457
-0.00282181863531197,-0.00384329326234314
-0.0101335683765372,-0.0103682510359808
0.00733505764000094,0.00770360156577756
0.0170514467778234,0.0230109441201807
0.00854060345471077,0.0062732337283722
0.00310268647217095,0.00157093787906537
-0.00143566010872203,-0.00316424032686558
0.000191951539502131,-0.00108341195159644
-0.0093097393935158,-0.00676168264539089
0.00672893944602965,0.00936352417593178
-0.00935950109160709,-0.011617464084339
-0.00194139155292442,-0.000301311569995078
0.00338327160511832,0.00108748547975394
-0.00325377506947242,-0.00359896630480093
-0.00210023689378903,0.000690012694035048
0.00128832157658712,0.00550664859413941
-0.0155088809220183,-0.0159894484626826
-0.000367172221956709,-4.89173292214649e-05
0.00189608841158785,0.00207439245064794
0.00209822690506348,0.00272709732726651
-0.00142524343466832,-0.00104131302140539
0.0036307687861131,-0.00148159417495556
0.00390448690420816,0.00470493736586828
-0.000688479389812243,0.000299782113582404
