"V1","V2","V3","V4"
0.00362821347743584,-0.00868362560684738,-0.0259517869227253,-0.0127831620174786
-0.00693532153185494,-0.00740430177141804,-0.0309443819278536,-0.0165313867654183
-0.0166032690325201,-0.00996958749120115,-0.0299341922877928,-0.0162936136828161
0.0207380544791764,-0.0135489601072585,-0.0279256463582226,-0.0120551840472812
-0.0313647475932432,-0.00988140564623785,-0.0322569500382097,-0.0153550176699817
-0.0160705978448516,-0.0119526063835353,-0.0284727491323134,-0.0116134059150884
-0.017982937749858,-0.0151469255317859,-0.0297078586353592,-0.0138618686482216
0.0131835244696035,-0.0134294563138993,-0.0315204414400752,-0.0143714692028621
-0.00023459546666722,-0.0154360266459618,-0.029817084468309,-0.0120523992142525
-0.0246880715472494,-0.0116296197531552,-0.0350113834703397,-0.0145472484859666
-0.0291352387281525,-0.0116893109874628,-0.0292483815651229,-0.0141044271729623
-0.0193487473901156,-0.0103668069270937,-0.0336601258515209,-0.0155879771244858
-0.0180174950740605,-0.0111604293468756,-0.0329910038316316,-0.0167427996647734
-0.014811377808563,-0.011434118377839,-0.0313047480638649,-0.0151757736863185
-0.00577704156268766,-0.0108556942603715,-0.0301100200301801,-0.0158628746542804
-0.00922947136927663,-0.0118078379021899,-0.0353294848152498,-0.0200593915077838
-0.0113449318410656,-0.0116546542486258,-0.0259637629893142,-0.0120696945130405
-0.00874796525859273,-0.0123582675318741,-0.030248093610433,-0.0160898402175719
-0.0171152714025672,-0.0145370917872654,-0.0262559373389629,-0.0137015640671688
-0.0224670631099006,-0.013040909339268,-0.028937928887035,-0.0145385741723301
-0.000886403361713054,-0.0132184930965666,-0.0280903226530127,-0.0144692154492461
-0.0146764950478662,-0.00964960248557284,-0.0262499463914743,-0.0132462419685598
-0.00830508151561809,-0.0118930151715893,-0.026798904016779,-0.0137751597388863
0.00291367250986649,-0.0105471414147777,-0.0283017980371055,-0.0145297482335424
-0.0140689518923797,-0.0111557422418357,-0.0281388336601007,-0.0129508446961518
-0.0167531352378885,-0.00987836925281671,-0.028986309495946,-0.0148349817377282
-0.013193216187816,-0.00942141604721294,-0.0266628201769065,-0.0135199686234245
-0.0249995668218212,-0.00967117591461414,-0.0240672031499939,-0.0113960985155823
-0.00871112450116816,-0.0105126722129931,-0.0267965236587851,-0.0128340556266337
-0.0166325767146763,-0.00998051730928825,-0.0255171758653107,-0.0126819816266603
-0.007556907138643,-0.0109339472745969,-0.0235313242732787,-0.0115728851237771
-0.00751808272250469,-0.00766235666067711,-0.0283758291737434,-0.0161834082145615
-0.0274403888264293,-0.0118401555139705,-0.0301985554321962,-0.0149147486407194
-0.0196669578693266,-0.0106967025302785,-0.0270480216902835,-0.0119803298233817
-0.0349059075499483,-0.0101276029960226,-0.029599187140968,-0.0138699476716115
-0.0544928510307411,-0.0110148102303578,-0.0297407681336236,-0.0163379529845919
-0.0183787453112032,-0.00708902899532704,-0.0277993518468318,-0.0135597496753615
-0.00995870895291006,-0.010021558721708,-0.0294886852752701,-0.0144987037459899
-0.0326386645289013,-0.0120244827222791,-0.0269218170163652,-0.0112053088985581
-0.0190775772327585,-0.0104770809795523,-0.0313187417729977,-0.0152073312551488
-0.0101550383256874,-0.00871958582477812,-0.0255115097852533,-0.0127931232829857
0.0104266315809009,-0.00567935926335037,-0.0237681301151428,-0.00974318113507149
-0.00718826282476798,-0.0070651010431935,-0.0286072695565132,-0.0147198783122077
-0.00388458324503404,-0.00273246548596176,-0.0308977648727976,-0.0128420144455915
-0.0251839508585315,-0.00413905036388669,-0.025524301707298,-0.00700856609858932
-0.0522171322286793,-0.00864677934398089,-0.0331452179884813,-0.0139227265625437
-0.036465994029965,-0.0101477517048479,-0.0307918205422007,-0.014237817739538
-0.0152038481497178,-0.0128233783472065,-0.0338493979991148,-0.0167980620739111
-0.0621346035658138,-0.00988310928928569,-0.0326060297538629,-0.0122060657808377
-0.0137729531869591,-0.00836813508326888,-0.0294856190923187,-0.014586208455203
-0.019068619565017,-0.00637315213852768,-0.0306497834386726,-0.0167806926291753
-0.00922609061969914,-0.0111955078996007,-0.0265393374536431,-0.0148381458818897
-0.00891597530898468,-0.00296492742034355,-0.0277378121841745,-0.0162954250754849
-0.00221619029660193,-0.0041582422703281,-0.0311610791186486,-0.0150029921304139
-0.0183104438443676,-0.00837105910683251,-0.038233735868057,-0.0195517521836175
-0.00918418413488547,-0.00326740390350598,-0.0289330254099041,-0.0169336261610511
0.00211872461687019,0.00411712830806689,-0.0326399995651154,-0.0185567922404273
-0.012012616558943,-0.00835580775781295,-0.0254523360870823,-0.00998940993310075
-0.0120042148694094,-0.0058148922786548,-0.0296669891117616,-0.0130489925682982
0.00122277093788263,-0.011642919662493,-0.0407130652590004,-0.0205748551610748
-0.0082176121578262,-0.0112863455709919,-0.0374410297091278,-0.0223301183016857
-0.0326021099775521,-0.00533636467585171,-0.0344265118744948,-0.0124181639290615
0.00562014178073373,-0.00403098015073642,-0.0402991527254352,-0.0198605830997773
-0.0321512068900719,-0.00417625355818391,-0.0344493505812595,-0.0126314628973017
-0.0340115994517563,-0.00626979743274442,-0.0376743396249728,-0.0162609302231837
-0.0334741394912702,-0.0199959560309894,-0.0351801490907338,-0.0191029545440858
-0.0361507597985285,-0.00329396143970426,-0.0336131711291554,-0.00903876556397594
-0.0248041986454244,-0.00369581604945318,-0.036158392973608,-0.013654654608754
-0.0233346342252514,-0.00288303913699304,-0.0305331487425021,-0.00872391785379699
-0.0137094485074599,-0.00362660822851872,-0.0369304395618035,-0.0165229751782028
-0.000628873612309079,-0.00246058576712077,-0.0296535655991319,-0.00926358030207554
-0.0173101467674428,-0.00167840235080506,-0.0280605450964193,-0.0083792514518092
-0.0163330966075105,-0.00593380922230824,-0.0325552004108285,-0.0112342314910379
-0.0126888580014573,-0.0119202736823995,-0.0285656514849064,-0.0169904733102965
-0.0159020596048346,-0.0110746150859823,-0.026516867630781,-0.0147515803019267
-0.0109298438578398,-0.00610418065727578,-0.0291170868206806,-0.0132776480015777
-0.0248098868836039,-0.0083165581322665,-0.0328336847216324,-0.0155537073004137
-0.0345850291482648,-0.00971860427147786,-0.0285999871619533,-0.0116999267131837
-0.0109107337290151,-0.000546396556911539,-0.0258561131191653,-0.00739232987019395
-0.00280363541685078,-0.0094013600500259,-0.0300874064451121,-0.0146779503723786
-0.000666764471647748,-0.0078171631874125,-0.0295151581931528,-0.0124750233836604
-0.0129461254569172,-0.00835858330467118,-0.0270932078989747,-0.0108075616383798
0.00046937808825622,-0.00775474950083912,-0.0243801493778631,-0.012275565927838
-0.00870071290407578,-0.00685560535556549,-0.0277104869170631,-0.0160267798810132
-0.0216353160085671,-0.00868778379509035,-0.0297236905384648,-0.0147960015617612
0.00426843437713737,-0.00804431200450155,-0.0257337433521359,-0.0111992642651551
0.00146787433197227,-0.00814859461662488,-0.0236777265819754,-0.0135553756130334
0.00797340066387041,-0.00772882405522555,-0.0300391641242305,-0.0122504486644495
-0.0114905980146718,-0.0152752266185277,-0.0351851916541679,-0.0197621803797684
-0.0222014169829926,-0.00869259128261198,-0.0291738482518955,-0.0115135366598581
0.00761781679029314,-0.00880872875528304,-0.0320066299539328,-0.0141238573087865
-0.0133783809313392,-0.00901912595640083,-0.0288591348446564,-0.0134325354261446
-0.0278613644362512,-0.00965447334646572,-0.0293180428882379,-0.00998476446035703
-0.00973161889814693,-0.00910685795356581,-0.0327225939296137,-0.0121502790249199
-0.011711303907975,-0.0145559128372235,-0.0293328818293353,-0.0123468109786303
-0.0186016423516565,-0.0115032181453012,-0.0329807773450696,-0.0149438015519852
-0.0210264323055055,-0.0104431830589268,-0.0300265287349329,-0.0116465286731172
-0.0249816294540057,-0.00909478963957299,-0.0268166532643614,-0.00999213743153218
-0.0208039907306368,-0.0114483026096659,-0.0269907983895156,-0.0103251942173772
-0.00658357354631511,-0.0128579821799286,-0.030384966578325,-0.0154769607751175
0,0,0,0
0.00251379631577682,-0.0135764478574965,-0.0259580904253127,-0.0127018828132317
0.0108564317077904,-0.00906486625732055,-0.030396133770861,-0.0148627846995612
-0.0202387343622039,-0.0114481516722039,-0.0293965533173836,-0.0124966398799408
-0.022549932045584,-0.0100155026713611,-0.0308528933210654,-0.0115074045243674
-0.01763473611379,-0.00857401335205669,-0.0347497926619325,-0.014812530962952
0.0114637652062854,-0.00703508607493128,-0.030013510351537,-0.0107535387299788
-0.0272794745212736,-0.0119495743580072,-0.0300815734501402,-0.0135826245281988
-0.0209310966268383,-0.0127357119095707,-0.0314016467622364,-0.014922705374455
-0.000439517400569931,-0.012395844010954,-0.0294680423881101,-0.0165161752791639
-0.0063863563455289,-0.0104796526369629,-0.023738746269308,-0.0100555054976473
-0.0123561776590087,-0.00876064927877629,-0.0296818555706657,-0.0100848482557811
-0.0179577132316661,-0.0093659730842314,-0.026838189255459,-0.0108703758968566
-0.0187091758281624,-0.00956720374747782,-0.0294131799239381,-0.0120508374329502
-0.0159069674620446,-0.00969786736833793,-0.026537550018724,-0.0102608370797008
-0.0275292952033532,-0.0118604995621791,-0.0288731395415175,-0.0116154232400538
-0.0169147693246728,-0.0104539160315418,-0.0265414545992265,-0.0106273160891064
-0.0138297413419293,-0.00962828221167957,-0.0268616985975506,-0.0105825603598805
0.00462915762557137,-0.0124576876499453,-0.025748317415972,-0.0125678326183778
0.0162472018302905,-0.00959619101176806,-0.0227664950444191,-0.00686462896604295
-0.0155275140028708,-0.00945571520041704,-0.0237786603855749,-0.011334450845016
-0.0114122720389397,-0.00995537054948895,-0.0290524339411207,-0.0131579560930866
0.0296865072809725,-0.00755633193918911,-0.0219984819674351,-0.00763437635143133
-0.0112020854151789,-0.00723906518367845,-0.0227659348946878,-0.00724739278128507
-0.0103320755386318,-0.00734932719139061,-0.0249285908903265,-0.0105565901845644
-0.00949409143252314,-0.00705673854809977,-0.0265839501386392,-0.0120412788007931
-0.00642701064181505,-0.00545630737530876,-0.0275207275504246,-0.0106580459971189
0.00239791533581369,-0.00453201382023483,-0.02647317853132,-0.0131100622428724
0.0143648017134744,-0.00500923370256028,-0.0240852735790505,-0.00989680174089768
-0.00899339149030962,-0.00293395283806562,-0.0254942632992558,-0.0106507485378053
0.00424322450717814,-0.00226481180099974,-0.0274225938855744,-0.0117282912295523
0.00600944496175354,-0.00107491472384631,-0.0281508281907891,-0.008081486989529
-0.0123906546648339,-0.00501246893410033,-0.027583010453016,-0.0070906779644477
0,0,0,0
-0.00304038149897249,-0.0100689404883027,-0.0276566493957871,-0.0106643918478433
-0.0116806702105884,-0.00499105375065142,-0.0266571294222126,-0.00706997956277432
-0.00814516886895403,-0.00964359738736781,-0.026238230956964,-0.0105977918645867
0.00985560783387477,-0.0021902412586405,-0.0238140850375782,-0.0061603262697121
-0.000368405067321438,-0.00674301534230255,-0.0273897293828334,-0.0104198095711615
-0.00280904870031194,-0.00924103736389892,-0.0279890363217414,-0.0107746834581289
-0.0237937060044422,-0.00980733504572868,-0.0262074417334366,-0.0107024406802576
-0.00839188791034026,-0.0096245264899153,-0.0293130396477041,-0.0134433707757173
