"V1","V2","V3","V4"
0.00786261289297824,0.00518537701229145,0.0105929056483349,0.00556723725962503
0.00952446174264462,0.00335868800304047,0.0110968403525227,0.0021612064422411
0.00140857324138247,8.34321877389498e-05,0.00131356623706504,0.000104603292164597
-0.00489707879607374,-0.000124885972631794,-0.00442986844007249,-0.000219751403000319
-0.00425410801279715,4.29189396464831e-05,0.00555625626577169,0.000112935521714167
-0.002541625551747,0.000370089575352815,-0.00243979846174405,0.000498874898110807
-0.00743417884043966,3.80086120972834e-06,-0.00662433080121837,-0.000212577781789389
-0.00481816592276491,-0.00021979300299935,-0.00715216965829694,-0.000545327304633305
-0.00771666539973123,1.60981288507401e-05,-0.00291521767824302,0.000171391554048975
-0.00657833187848361,0.00314411844143438,-0.00436944151890877,0.00311668454004311
0.00633922720517349,-0.000104373629727232,0.00307388788938825,-0.000162392813108928
0.00573003059244426,0.000111390071541938,0.00498466147033783,0.000385124134666845
-0.00466809282633157,0.000141354042602133,-0.00418672212688354,0.000714251601585133
0.0074125204482986,0,0.00806681563258917,0.000306905311254708
0.00606167967167416,0.000101637045856662,0.00484161179356603,0.000413802491740151
0.0138374195868779,3.21862735582245e-05,0.00287621275665397,0.000257622104144405
0.00216163817510123,0,0.00229481940050146,0.00243066434402109
0.00275212100236216,0,0.00377812936894177,-6.54648103840975e-05
-0.00389543991416709,0,-0.00447339038761896,-0.000570679309782859
0.0051233622652238,0,0.00431734742005681,0.000616813969918133
-0.000988108563047773,-0.00446591886388414,0.00121564858195593,-0.00430213171951479
0.00401015428065991,0.00275190617405877,0.00599339789058624,0.00300759737302686
0.00327725234025546,0.000134962643577486,0.00421541204621809,0.000161531693677667
0.00275470651740208,0.000322347062904747,0.00609194999839425,0.000631498155729415
0.011649954868442,0.00316693436690664,0.00732328692868055,0.00294488566480282
0.0040689128813509,0,0.00194703400542781,9.41138722886001e-05
-0.00771807980377829,-0.00217752365735058,-0.00754813495835463,-0.0029226912043515
0.00572331587383498,1.84277736523781e-05,0.00729323837250414,4.91918206558779e-05
-0.00384227755520697,-0.00498672752311279,-0.00808147441265116,-0.0051444834430137
0.0151305254550995,0.00224829067293724,0.0166192433346991,0.00405558313295465
0.0114068447157714,0,0.00301335619337048,0.000185324211939655
0.00666962270091906,-1.58699791383891e-05,0.00451787473760628,0.000810436244860049
-0.0049761167087215,4.26596042209941e-05,-0.00457315788070405,0.000116280446838032
-0.00450239821240705,0.000259960957214469,-0.000527791528738838,0.000427169088392202
-0.0118587555325309,-6.88156140326856e-05,-0.00881839062250066,-0.000166073320692171
0.00528638965058399,0.000506749047497803,0.00545833100891357,0.000486587164187676
0.00393145079544624,-1.36324595852232e-06,0.00273391987850224,-0.000276555437178868
-0.00375532687195788,-0.000154062124785513,-0.00474699925767768,-0.000856380414933869
0.00137131515495624,-0.000287317786875713,-0.000200012104692877,-0.000765103013914909
0.00245701201349201,-4.52309793216912e-05,0.0059221402214321,0.000655210500195604
0.00433010540976545,0.000212500681526002,0.00203054423422328,0.000111261371373795
-0.00318468917022858,-0.000209360131644936,-0.00166301501871531,-0.000886817652859125
-0.00955011355626853,-0.000309149606299187,-0.00946592314188041,-0.00053511908514734
0.00154585174746117,0,0.00105616164029163,0.000143187965108473
0.00935512031932519,0.000438920520037441,0.0102854045647049,0.000339130443740657
-0.00255668833341341,0.000798296804136529,-0.000496699788295464,0.000819197045418267
