"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130"
0.00158683376635126,0.0378611653461446,0.00777747612988907,-0.00425480146078352,-0.00418082462006208,-0.00936446932465835,-0.0110319121229731,-0.00557540097107076,-31.7449482218995,0.034558859955643,0.0276430152105972,-0.0073740012685521,0.00645044273845615,0.0565457313223836,0.00572485971532861,0.00703027251231235,-0.0375791455776754,-0.00841902104095115,-0.00812168143322309,0.0166703351573906,0.0134774568098215,0.0271394552947969,0.00140249627497075,0.02701944196069,0.0149149089604112,0.0176445100268393,0.0034061918993734,0.0131068304662776,0.0109996328249825,-0.0319811063527696,-0.00385625285711168,0.0279977821440988,0.0144467738299499,0.0163804147162065,-0.0417728060683164,-0.0363422865633159,-0.0216785979484111,0.00308307856347726,-0.0220983167886893,-0.00705839058557284,0.0143740277637233,0.000601689227980073,-0.00121528539373322,-0.0121227010813179,0.0189802009260106,0.00158486538876775,-0.0577002451236966,-0.0234158130747467,0.0165935321346706,3.08256003196907e-05,-0.00434898814903529,-0.00399338825701923,0.0112480392853865,0.0071825561800115,-0.00675213689935837,0.00537352529365576,-0.00847256962371939,0.00362302599626157,0.00902446448786015,0.00930213052682511,0.00991613144189281,0.0207889603479751,-0.0257188052460606,0.0197781268770059,-0.012924060480532,0.0195291247826698,-0.0047691793307183,-0.0110605309078827,0.0291325986460846,0.0136506504820058,0.0245497266209519,-0.00163357652804033,-0.00921727502668548,0.0520546288034626,0.00427965620377645,0.00965061329644921,9.59854981712671e-06,0.020002522123638,0.0453365650355407,-0.00629368340338141,-0.0194102197919797,-0.00560850411679288,0.0518943123411009,-0.00598960549952065,0.00787153377830301,0.0145489236323499,-0.0127921772278825,0.0124949177642599,0.0353495199215206,-0.0026006129084709,-0.0368153350179663,-0.00361527103257923,0.00463160677207763,0.0173104521256888,0.00596018903161277,0.0106513836717469,0.00408077132579669,-0.000226565297019713,0.0053548054147243,0.0229179348339684,-0.00140219809550465,0.0303734757534799,0.00574894738435078,0.0107387385221333,-0.0151884402441673,0.00424617783614569,0.022115051017076,-0.00992189012515404,0.0171064339827738,-0.0164114863001628,0.00872624722219489,-0.0134894126217961,0.00197863959038124,-0.00875630126304454,0.00645019081166992,0.0106261431039891,-0.0284421583682523,-0.0386188616664858,0.0123286149796497,-0.00946307795020093,-0.000123538697195263,-0.003602973387935,-0.0172887785093785,-0.0164759336722429,0.00786348670841378,-0.00350458481230702,0.00423973646941749,-0.00491535701107521,-0.0183585473146746,-0.00946576157187613
0.000743700823190152,0.0455167388690213,0.0164453350092974,0.0477356267457591,0.0170592231760224,-0.00244083970056066,0.0090617809396854,-0.000122591600666047,37.8467202827641,0.0265143493673301,0.0434707176063849,0.0322895518249769,0.0336422194015212,0.0352512479714001,0.0738653640192638,0.03353668591636,-0.00744949337939446,0.0137726840507207,-0.00025934412091152,0.0694201969600467,0.0249782122625501,0.029035897990684,0.00937862033428053,0.0468627675370787,0.0157596713951616,0.0195958859429877,0.018722215693159,0.0310097753121654,0.0187179362206169,0.00879350987079925,0.0417938745222287,0.0323922989290786,0.135466198868879,0.0242421731995991,-0.0152282095869719,0.0485922178095364,-0.0231953267891017,0.0115291205416686,0.0172535639962559,0.0205927751038372,0.0885373131043444,0.0440802352049193,0.00392391826330766,-0.0143497208455463,-0.00793293965638901,0.010638931139362,0.00757004339690028,0.00459052219760946,0.0358948984200409,-0.00130283493893425,0.000247951990501707,-0.00213164781964509,0.0154131306405459,0.00654738375220931,-0.00822096709160589,0.0185365444322,-0.020384561459736,0.00992036275603057,0.0316126614322692,-0.00661339304849236,0.0303760970875775,0.0123555573135791,0.0368403233712222,0.0531657127672255,0.00639556389288299,-0.01584432348461,-0.00114004678488707,0.0670328139852044,0.01976337806321,0.0184815576205477,0.0421881092278792,0.00435611237570934,0.0276277966193612,0.0293309713897063,0.00492144200759571,0.0119313495282759,-0.000299822143873072,0.0248640367365964,0.0342954375964848,0.0379347989067969,0.0244348398278728,0.0106307472039296,0.0485446997257332,0.00486484829615666,0.0135404275433078,0.0121078508953667,-0.0176536267467235,0.0147175356587949,0.0166079378038147,0.000151254525301417,-0.0147827950123486,0.00933070258528513,0.0365594010697214,0.0211197416275195,-0.00072732840139895,0.0309514906385167,-0.00613913968140267,0.0155940204905131,0.0117694587400849,0.0623856150911668,0.00453019325079232,0.0158239877901972,0.0102825884399269,0.00624999113709082,-0.000804391727702563,0.00739956985612241,0.0214842651022666,-0.00809430728118447,0.0904222517372539,-0.00729055098104127,0.00041773900935812,0.0372275835241348,-0.00607591838799937,-0.00275365147527688,0.0123428007105558,0.0518877105414396,0.000146556215140797,-0.0209913728248644,0.0241896261435451,0.00946978288682563,-0.00397427450314806,-0.0159882413965084,6.58750742630696e-05,-0.00188910540914781,0.0261319767439657,-0.00230877884887848,0.0163366395946661,-0.00557010157640542,-0.0278336076371436,0.00155053792186551
0.00063578629969831,0.0358682767207212,0.034264475031783,0.0622945376474163,0.0090998185842278,0.0160171959283313,-0.0125689642425746,0.00780519774218992,-5.16128899050032,0.0166625192765875,0.00938847056287474,0.0114583645263742,0.0214716774990656,-0.00155468217705112,-0.00452212269259961,0.0394518178182465,0.0195808726939107,-0.000732841577530088,0.0187407128357685,0.0397048027052396,0.0173247517712949,0.0101497828567196,0.00277229437390337,0.0557512767746673,0.0058679422698354,0.043962428339052,-0.000461692179538754,0.0329936129588012,0.0272773336944001,-0.0157662553045927,-0.0247346127413791,0.0557947845695907,0.162904470535648,0.0443406180871079,-0.0175964041953829,-0.0452954347834421,-0.0264525763445817,9.50670552443793e-05,-0.00802306325879728,0.00401612721244382,0.00837053250379612,-0.0160344306137188,0.0789282591434859,0.00325092314194429,-0.0170574817913332,0.0233803341766182,-0.0357497021757231,-0.0140220671983679,0.0349224250542564,-0.00155898671654294,-0.00377772867417992,0.00699429964475861,0.0337342376321341,0.000932334301486001,0.00356223234314006,0.00886234019451349,-0.0137071953907818,0.000151039896895345,0.0177715836558916,-0.00601654575834572,-0.00117936452868724,0.0261489634377919,0.0621008417489261,0.027939436891413,0.00302396400466018,0.0191918584163114,-0.0149038626768583,0.0492347411356854,0.0402017584803404,0.00265987997403779,0.0150467075873649,0.022164361494502,0.0161481570362451,0.0245366563321444,0.00646227713856376,0.017539704984443,0.00323793102476698,0.00120575778353123,0.0273987127594807,-0.0134970663043594,0.000148563438696195,0.0229316876906208,0.000618428982505602,0.0838769658497666,0.0645300831297986,0.0150775982108195,-0.0195764518936445,0.0347799243927759,0.0190704475001028,0.00558536366986914,0.008697012281656,-0.0202029736286184,-0.0210734232318447,0.0556432290993835,0.0133386201018297,0.00844491332847718,-0.00507696359921798,0.033243690972868,0.013397980798005,0.0730958638536215,0.00704545087543847,0.0121514246435458,0.0749530071567759,0.00777213047707411,0.012639578403055,-0.00188638845767518,0.0387736841553579,-0.00804848962295367,0.033456324648338,-0.000473835974179482,0.000609162753620298,-0.0111271773703204,-0.00294688284718832,0.00930768950556298,-0.00187843110159589,0.103822382850885,-0.00532340163931283,0.0142022444418333,0.0124741706191035,-0.000769136876239979,-0.0143718589038047,-0.00695055789054324,-0.00788371350430037,-0.00655209809920386,0.0235893176868662,0.0094930556144783,0.0217284875509066,-0.00417160328650695,-0.0480683856611572,-0.00940353975095212
0.00292898852007306,0.0313845532935831,0.0322394240437243,0.041401544252056,0.0411649811372152,0.0188563266392553,-0.00861634062160191,0.00423829775616079,-57.0399939884957,0.0191490333490848,0.0322917980799296,0.0463123861019565,0.0237160977234702,-0.0100511810918585,0.00419060305004325,0.0303884441522775,0.0336375832284844,0.00200963350848027,0.0376842257919949,0.024763227529237,0.0220402565524849,0.0329645191941094,0.0041119511401855,0.0206386222314069,0.000267035387911329,-0.0227214116477681,0.00541474533122514,0.029899378138168,0.00828538481745746,-0.0156019133158639,-0.0131496553006411,0.0285670513658602,0.0344045863266614,0.0253640183150205,-0.0132400204269896,-0.0215175733242147,-0.0268070728428709,0.00417637542880078,-0.0139977997064672,0.0190458354764065,0.0304733366958706,-0.0154995342819098,-0.000865972019167414,-0.01947397600687,-0.00919512006857012,0.00873525678113216,-0.0648989300268571,-0.0245399963668544,0.0290457159888558,0.00161396991669949,0.00552269683562572,0.0148804798054084,0.0236359911351316,0.0200871533971753,0.00565967722956341,-0.009673064472527,0.0144870597446401,0.00657224431991773,0.0356355188148377,0.00201127065146989,0.0240421714635723,0.0113570595357127,0.0277208361409143,0.0343374051795101,-0.00639835875160934,0.00195581754168602,0.00253398960591483,0.0402205503745201,0.017616178157323,-0.012802565130567,0.021214075785404,-0.00558529460899389,0.00449963364230181,0.0415404870985978,0.0243634707534825,0.014498048208173,0.00477649762891086,0.00400560222357302,0.0323765974454235,-0.0106465537704032,0.0419843410528882,0.00601287361495546,0.0254286940091343,-0.00545857578256629,0.034947711320723,0.0151896793875186,0.0128226996215539,0.0315439111797,-0.00698942323849117,0.00254987085492274,-0.00839478798421417,0.0228217671983891,0.0153772324037088,0.0366988103553567,0.0419789335547619,0.032750501949206,0.000621948040512222,-0.0119198482113873,0.0285653267557738,0.0302939761245848,0.00297936142903533,0.015055074521183,-0.00345595990201072,0.00770991968370521,0.0157409311655547,0.00110244806588905,0.038836796041723,-0.00354488633549523,0.0297663361430206,-0.00642079036549371,0.00962513344624958,-0.00781909076415825,0.0191441032387724,-0.00204681888116606,0.0163840045122699,0.0464315357746507,-0.00740161776420611,0.0378337510732051,0.043379732518915,-0.00125356530723874,0.0212079964002216,0.021837453186501,-0.0088581495048679,-0.00261628731184675,0.0139155360763316,0.00181288052413597,0.0101590777543784,-0.00212604335502231,0.0467789462269518,0.0122904488063713
-0.00637189372279934,0.038676105888358,0.00692709443555134,-0.00922885126735176,-0.00446631157384406,-0.0203749184063557,0.0025227717231054,0.00564592376713155,-25.580122361417,0.0232725615259751,0.0630650093564926,-0.00301008279474922,0.000545913424517281,-0.0115238016155326,0.0141885864091504,0.0393812110428005,-0.0800120229432481,0.00434764964687587,-0.00352093763036706,-0.21169019310455,0.0175585257859156,0.0149416571441513,0.002847475408787,0.014653908683595,0.043627085084567,-0.00466312222566223,-0.0036311352495724,0.00663944769203002,0.019824784467274,-0.01646138243785,0.000489465328871905,0.0358983693627413,0.0416777226614144,0.0409204900445758,-0.031559211647047,-0.0241490244183501,-0.0457326427894569,-0.0131809200764165,-0.0187230374364067,-0.00104022469298055,0.0336963059421715,-0.0128087825040076,-0.0245500192592703,-0.0408108367067824,-0.00941753935636671,0.000211549761652255,-0.0386671355054865,-0.0181961017849026,0.0488827548733726,-0.00154638641696338,0.000928006894005843,-0.0126729011328427,0.00182895513260592,-0.0108451945079688,-0.0152408268429926,-0.0565727490590219,-0.012274185821919,0.00215956957544905,0.0182311476370628,-0.0113758106938929,0.0404362892016641,0.00105256501386614,0.00477582078106575,0.0126821993052823,-0.0116794179099465,-0.0300008646399374,-0.016770323554383,-0.0435015746202099,0.0234919196353779,0.00126771903791372,0.0169061483716453,-0.000873569933364255,0.00403159934565012,0.0106159984369449,0.00427379669340241,0.0148915901979801,-0.00303093469827275,-0.0720815327110218,0.00695874795263918,-0.016722157070145,0.0257873988470557,0.00515456160735098,0.0423155730368798,0.00737929523864609,0.00267955471010648,0.0158982942142919,-0.0226881314613222,-0.00619117100551728,0.0184566925287378,-0.00122283448960992,-0.0145613684312856,-0.0065916494817097,0.00734989362294229,-0.0261945250844059,0.00403931557601942,0.0223121782171476,-0.00473306311764082,0.0343587461094054,0.0030528110001237,0.0257962993921981,-0.0104364264305458,0.046496657137019,-0.0137778503793589,0.00372039786599042,-0.0206985606266225,0.000399448674759642,0.0175593157573411,-0.00985282944318691,0.0456764891462977,-0.008267850239104,0.00221113343309183,-0.00030926247877652,-0.00819374043025381,-0.00675658640231252,0.0063471598922735,-0.0175424668911347,-0.0387875454732358,-0.0377741589750764,-0.000307934102704629,0.000552134649583933,0.0101129007548843,-0.00965731303182883,-0.0157781304677906,0.000519030983026096,0.00981521817449309,-0.00873107241509052,-0.00348174847405054,-0.01073160571476,-0.0294383571099334,-0.0436257504778119
-2.49232003440738e-05,0.0339678776659067,0.042359558577896,0.00854953535082446,0.00266731438529106,0.00870635233493946,-0.00721617215691551,0.0134691677405837,-64.1711158151924,0.0527305565633913,0.0520403026190471,0.00565032664089427,-0.00355311993709103,0.0482063919899158,0.0102820967520979,0.0192634169993428,-0.0345895491579555,-0.00844643420867873,-0.00242856670950755,-0.0012018423347178,0.0757363461139575,0.0496254365579176,0.00699896863094513,0.0121468454996474,0.0200892377018962,-0.0236372136743509,0.00505652654908813,0.010463723460027,0.0416128087454063,-0.00166741499584353,-0.00796111151222705,0.0501500445366581,0.0181746149099145,0.00523003024675517,-0.0159693009719066,0.00761988518864209,-0.0124446142434167,-0.00288251230362386,-0.0124073412494224,0.00289899393822248,0.0183592843315053,-0.019822942056017,-0.0790126067188726,-0.0156096312416393,0.0149188291408518,0.0148487709702645,-0.0190042583224708,-0.00983413796922197,0.0329186945064558,-0.000166721854101786,-0.00452207772910504,0.00131537651987706,0.0169522337990039,0.0134592616836855,-0.00630113896911681,-0.00769767095724671,0.00442416576650459,0.0263217923840634,0.0369985206623066,-0.000741612569305363,0.022151773697988,0.0229036192187384,0.0644769694693222,0.0197193103837594,-0.00682795083023324,0.0201906416608578,0.0139831303375555,-0.0102642289408048,0.0450740606655017,-0.00765815359141972,0.0140676034452434,0.0136085735778075,0.0210266658708259,0.052043351400669,0.00233967618734695,0.0245389680883652,0.00628800171563273,0.00979190802232827,0.0488452555571033,-0.00377506085411571,0.012770607932647,0.00860731089359348,0.0837752222699993,0.02885122057495,0.0559645395119512,0.0157541952003329,0.0178798150553051,0.0156857970522869,0.0813301460382937,0.000473956657525328,-0.00704108240465684,-0.00157892451578978,-0.0408870229881963,0.0178484814315031,-0.0226064660518399,0.0254653444061542,0.00107575002678623,0.0325240702550566,0.0115610222301375,0.0345455990395044,0.00864409005276178,0.0834863847001756,-0.000229015708087172,0.0116632424357078,-0.00311067021352959,0.00741797266930708,0.0405567404543424,0.000634837658645335,0.0504165006085305,-0.00390723802587157,0.00870398772915579,0.00265310802172999,-0.00302949722165482,-0.00272607637015238,0.00278899501445023,0.0764066360601283,-0.00922927226029942,-0.0115080805714869,0.067314933474315,0.0193526652189819,0.0110685025641741,-0.00262049686140034,0.000623410661231004,-0.000396713831864793,0.0366881350996022,0.0119110821148973,-0.00583407759276212,-0.00196054125997429,-0.0254471769579002,0.0156856249793208
-0.0100715205551436,0.0323310294608671,0.0148325298156628,0.0203098989778361,0.0121029360438354,-0.0234837093055981,-0.0215898201180768,-0.0105344803998561,-184.362837337841,-0.0265833515222278,0.0240477978977697,-0.0033158752514782,-0.0017766312654392,-0.0253449569793579,0.0010915709379309,0.00855279812931289,-0.0236137857564857,-0.00324211924350012,0.00320238198815601,0.00967840763488004,-0.00106434465247111,0.00713964535422906,0.00465441279687397,0.00673831104496755,0.0169226680693553,-0.0120083954561873,-0.0021379099843983,0.0211048564110992,0.00655482594477342,-0.0431390281572106,-0.0234331448648119,0.0460443133952777,0.0719268920498176,-0.0283478723392795,-0.0500699165980529,-0.0809761991719497,-0.0305176758170146,-0.0159953216325882,-0.0250535892512988,0.015300550738418,-0.0157478030169722,-0.0234323939510516,-0.0145223843461872,-0.0176028726700183,-0.0211435086610908,0.0041033984994222,-0.0147129005519354,-0.0323607342508387,0.0363390954219402,-0.0141807989601669,-0.00639746832874095,-0.00173424153245889,-0.000748519931113141,-0.00927713339100913,-0.00668413009072668,-0.0452847837077628,-0.028993738084769,0.000133343326262687,0.012635099661144,-0.0335457556210546,-0.00263735517540391,0.00893494208523693,-0.00067653677393101,-0.0293626241730839,-0.0132518227741739,-0.0655793474972759,-0.0146846464993528,-0.0376100164963238,0.0242959712504511,-0.0154296468198047,0.00679326662776773,0.00137809956869837,0.00758237620013952,0.0240118647887863,-8.57543044762202e-05,-0.00116072625466963,-0.0090418043420793,0.00542431320785189,-0.00825687873671269,-0.0179645236859568,0.0105797720253946,0.00542860824248596,0.012580181019906,0.00922329035826746,-0.00843706080905204,0.0148308323269809,-0.0635320120899042,0.0111038711271929,-0.00571580493535057,0.000223371656219875,-0.0233056876368667,-0.0072525926697022,-0.0334488776829449,0.00554210124527906,-0.0175169087220763,-0.000558264326284405,-0.0114927866001967,0.01080363834352,0.0090218540880129,0.0313354112714075,-0.00303783367132312,0.00221681570672203,-0.0257535461258237,-0.00190431573925091,-0.0469535776798067,-0.00183304658523912,0.0103988861259152,-0.0144004659385877,0.00769370296189443,-0.0116654829755498,-0.00949123757032061,-0.0278798077644333,-0.00731056890597062,-0.00712615528836309,-0.01005245720517,0.0113521634216409,-0.0205185349793716,-0.0406732058131863,0.000891342746322785,0.00236473876052488,-0.0115481486096103,-0.0194405440774967,-0.0119833491552661,-0.00467073781706018,-0.00088251961603306,-0.00271143956239972,-0.0047638319395135,-0.0144009791256054,-0.102400366956875,-0.0297728668609599
-0.0144086260552424,0.0158241539924256,-0.0108396530048573,-0.0204708968841195,-0.0291010978406779,-0.0495339595135534,-0.00700548170731109,-0.0263410996477957,-87.430269865286,0.0102541193438093,-0.0544801581767634,-0.0155323837188297,-0.02638472759398,-0.0364161215596013,0.00608717140905488,-0.0585331991618137,-0.0523349533314939,-0.0134327015927182,-0.00811693920384186,-0.077016294463179,-0.0402661016210349,-0.000791577620086924,-0.00301124578681124,0.00208318170636612,0.00453906840094226,-0.0296428083258848,0.0104722494238272,0.0118765740622872,-0.0435690039330287,-0.0276920665467187,-0.0276647346243556,-0.0709945088189273,-0.00589829264525964,0.00793458012701249,-0.0310022410282758,-0.0793589342090934,-0.0542021231271359,-0.0299575143635871,-0.0327596414615051,-0.00752063140250277,-0.0102892211297419,-0.0296789569018919,0.00118279932842466,-0.026329207898323,-0.0199208579813387,-0.0149463704409349,-0.0705023468818175,-0.025812477194046,-0.0271584587411876,-0.0145113389529435,-0.00600056842366773,-0.01178954058276,-0.013720934692137,-0.0254579002220243,-0.0179713074828792,-0.0305442133850599,-0.0250269405173754,-0.0182438162134532,-0.00545166573497879,-0.0230702994402195,-0.0105292684216976,-0.023947832334311,0.000737975131839569,0.00615924236249035,-0.014653916038359,-0.0371016947169163,-0.0302530196045271,-0.0480670653774684,-0.0087271593024005,-0.0328860418326808,0.01245225360359,-0.0272328199449927,0.00629938781193991,0.00606987365963045,-0.00212676576370889,-0.016674248634351,-0.0339648735350864,-0.0587363829779739,0.0135411000397576,-0.0162413780194822,-0.0431202052153218,-0.00226468225863438,0.0220352999455532,-0.00713442979606884,-0.0353958630121037,0.00728280631140304,-0.0573958517328065,-0.00472434942784698,-0.0341841887696724,-0.00269895294923698,-0.0305850680598581,-0.00889007769242308,-0.0332563076759479,-0.0105553557328094,-0.00926304742518977,-0.0131575932039818,-0.0233673384752783,-0.00207009594827299,-0.0132051494934918,0.0102137250691138,-0.0384143401482411,-0.00296435898288637,-0.0348113806062628,-0.0270294258660342,-0.0244707469934489,-0.0347839263764338,0.00138379334293828,-0.0264826414030506,-0.0362110932835258,-0.0230796943268072,-0.00160460432436225,-0.0491970095988438,-0.00945350478831774,-0.029546020537804,-0.0159628205831638,-0.0724620463895849,-0.0481902719846504,-0.0731739007878267,-0.0679754054233453,-0.0307014836836776,-0.0923714296132766,-0.0291163547307846,-0.0359056964096483,-0.0246041185644854,-0.00809784920635842,-0.0130765630041406,-0.0243044347099553,-0.0274647310698878,-0.0700118681796184,-0.0596661121603056
0.00137046834993099,0.0403710899883832,0.0198608358942485,0.0462142109106264,0.0211746421426856,0.0331121125409749,-0.0233343000732373,0.0109368146149186,2.04354649222456,0.0396385450416663,0.0501224051570981,0.00377283922450258,0.0211288316941908,0.00145020889233953,0.00699937539422885,-0.0114712763353956,-0.01528482387113,0.0261464402606107,0.0312036703680738,0.0873143566266595,0.0366784479381812,0.05537205670113,0.00861752139638117,0.0335592427564855,0.013314630603293,-0.0235979251370578,0.00481796590650511,0.0188114159041906,0.0150463816402629,0.00397568094295051,0.0109127537301199,0.0519108761243918,0.101206858258556,0.0141374513553235,-0.0191220791817483,0.116647001365711,-0.0286568470975744,0.0570921323115871,0.011275859462081,0.0140065707191309,0.0365867967270613,0.0229123356131492,0.0020816145143274,0.00858384303749718,0.0211725112639651,0.00931677692471775,-0.0249619068456413,-0.00233435193700316,0.0610599637046894,-0.00198848042912276,1.49256255707608e-05,-0.00715309966933244,0.0150507218345938,0.00128647430050958,-0.00447491762375219,-0.0270621070839049,-0.00280034958465827,0.016078954705132,0.0698893760072971,-0.00602696120794691,0.026341369625318,0.00854758795605481,0.00170006193177809,0.0204821728429299,-0.00646205315915573,0.0123394939123754,-0.00882200615423583,0.0504894737763815,0.0514196031026884,0.0607726081873321,0.0203444916547803,0.00974267856141832,0.0136558321730852,0.0578494159845613,0.00292387556019766,0.00340244018196496,-0.0123823325657975,0.0257806944910951,0.0512065876301253,0.0160363886713945,0.0176212158438314,0.0310366983483242,0.0644739941959979,0.0216611595577357,0.0230428985702092,0.0187270096878657,-0.0169367999271342,0.0161458952075677,0.0285769562603235,0.00799264891855065,-0.00241531345943079,0.00768574716952324,0.0506478251923769,0.0162330618300884,0.0104645297748004,0.042331910811709,0.01317857058386,0.0185014769308597,0.0263777881440319,0.0419963358205092,0.00523178244520565,0.0578544982915774,-0.00956449977998228,0.0104436856920184,-0.00342237244104464,0.000439738273349921,0.015635521178204,-0.00701597054568649,0.0416761870569533,-0.00394849986627454,-0.00119992437111417,0.0117429546011754,-0.00596644423064071,-0.00684256349834484,0.00324315426864971,0.0514853694799751,-0.00576559652577945,-0.00365337514723208,0.0198179974224729,0.00801470931816444,0.00570917395202194,0.00844274424076219,-0.0146963421911686,0.00736265457126256,0.0103936940283989,0.00505024158600429,-0.00406607420724963,-0.00920157594712905,-0.0282044448737424,-0.0172192301495738
-0.00292424376921804,0.0594447036722233,0.0092832535963726,-0.00925215996158489,0.00159572429436211,-0.0366187196247812,0.00894632430874696,-0.0088217423709712,-49.5368995724511,0.0193086108881854,0.0145425962249443,0.00308458547952696,0.00534958437673519,0.0374981380557916,0.00490754523456675,0.0070204504793309,-0.0260378171447641,-0.00101767255399894,0.00862058838637355,-0.124554386847532,0.0148277664627752,0.0169063144870844,0.00535158507636349,0.00118264841922285,0.00697940392493293,-0.0272024453694053,0.0109348474576437,0.0197858617349911,-0.0118226459566159,-0.0170795940658861,-0.0121537079203654,0.0278533478858172,0.0504422790944003,0.0242169560938662,-0.0151919202830212,-0.0378148808432776,-0.0130693986081391,-0.0209203969505686,-0.0234098848507495,0.0134367782314939,0.00870849170243753,-0.0121969748179667,-0.0367250809266134,-0.0283293424725748,0.00252543743064453,0.0105381605449612,-0.0174504905213603,-0.0105106096549309,0.0411226858900728,-0.00219575543828907,0.00637179629522189,-0.0162374839586406,0.0324248314214607,0.00347421812055796,-0.0018929312961993,-0.00951680662481667,-0.00614640536717563,-0.00592620165245541,0.0314270146877244,-0.0017312906004501,-0.0153136896283199,-0.000814426717796326,0.0126258968850895,0.0241194812743046,-0.0155441767308025,-0.0311611172838455,-0.0408577322191776,-0.00486323675550465,0.0193484165307616,-0.00101392410255198,0.0287967316115863,-0.00979151149865129,0.0114158476574814,0.0337454726999015,-0.00586350468064821,-0.0162119798181262,-0.0154387009925458,0.000965680923250266,0.0240753234057178,-0.0114066721087877,-0.0430109884488484,0.00492086182881483,0.0353254113108715,-0.0291725708806145,-0.00185096434984915,-0.00164263621494873,-0.0215522865808351,0.019598096115998,0.00838375512961586,-0.000318479032359923,-0.118840878127041,-0.0179296865216107,0.0129190487134507,0.0208858725513827,-0.015410468563486,0.0375993238151729,-0.0110476399285112,0.0034675504450882,0.00718037642859908,0.0226559413378164,0.0111665922784362,0.0391108716608682,-0.0194340687873734,-0.0127677169229511,-0.0101100391261695,0.00716119265426911,-0.00299799976406416,-0.0071107181818478,0.00811909328871757,-0.00708998449739618,-0.00248836427004709,-0.0270174950890456,-0.00641412300237311,-0.00621311892568563,0.0140091399545739,-0.00653539449857701,-0.0201967686589919,-0.0313349200394893,-0.000303821723902594,-0.00457205274589407,0.041090394044943,-0.00838884838735332,-0.00323583387005023,-0.00660414183097264,0.0117175223678171,-0.00488240596904039,-0.0105612425899087,-0.00166388976621828,-0.0606048499518263,0.00543317239415339
