"","V1"
"X000001.SZ",0.0278037023710529
"X000063.SZ",0.0012655559588306
"X000069.SZ",0.00332779009267448
"X000157.SZ",-0.00213903824874939
"X000338.SZ",0
"X000408.SZ",0
"X000425.SZ",0
"X000538.SZ",0.00135501375746028
"X000568.SZ",-0.0180650073976389
"X000596.SZ",0.0106912053088419
"X000617.SZ",0.0165576149227999
"X000625.SZ",-0.00875279110959459
"X000651.SZ",-0.0111112254250707
"X000661.SZ",-0.000292162736721835
"X000708.SZ",-0.00547517988808899
"X000725.SZ",-0.0232268506098163
"X000733.SZ",-0.0177428943331694
"X000768.SZ",-0.0217963999883333
"X000786.SZ",0.00531445006349252
"X000800.SZ",0.000968523078130445
"X000858.SZ",-0.00433918598030392
"X000876.SZ",-0.00393959800408039
"X000877.SZ",0.0160369989098168
"X000895.SZ",0.00132187725791599
"X000938.SZ",-0.00950988406784781
"X000963.SZ",-0.0206720200843362
"X000977.SZ",-0.0101810834170935
"X000983.SZ",-0.00663824154129378
"X002001.SZ",-0.0118022250566279
"X002007.SZ",-0.00853793873803577
"X002027.SZ",0.00329851865866493
"X002049.SZ",-0.0100108093806415
"X002050.SZ",-0.0132611949413839
"X002064.SZ",-0.0124225199985573
"X002074.SZ",-0.00255754615111714
"X002129.SZ",0
"X002142.SZ",-0.00862074304390648
"X002179.SZ",-0.00745715610808206
"X002202.SZ",-0.00250731430978357
"X002230.SZ",-0.0315815720502988
"X002236.SZ",-0.00160836383686291
"X002241.SZ",0.00693644399665683
"X002252.SZ",0
"X002271.SZ",0.0146688102728634
"X002304.SZ",0.0208951275772566
"X002311.SZ",0.00214132844134296
"X300014.SZ",-0.0193656130773441
"X300015.SZ",0.00306011167759479
"X300033.SZ",-0.010883322157393
"X600000.SH",0.00541587397303278
"X600009.SH",0.0226114463865472
"X600010.SH",0
"X600011.SH",0.00139178867282252
"X600015.SH",-0.00205549918209602
"X600016.SH",-0.00236966935531813
"X600019.SH",-0.00250313021811843
"X600028.SH",-0.00164880499018394
"X600030.SH",-0.0110498361865852
"X600031.SH",0.00235571369245902
"X600036.SH",-0.00367782687458851
"X600039.SH",0.0154699217721317
"X600048.SH",-0.00968061771072337
"X600050.SH",-0.00119832249210861
"X600085.SH",0.00185873659462521
"X600089.SH",0.00603623563185041
"X600104.SH",-0.0173974517615694
"X600111.SH",-0.0168071183163812
"X600150.SH",-0.018363477538724
"X600176.SH",-0.00675352301577981
"X600183.SH",0.0100359265277858
"X600196.SH",0.021124004243501
"X600219.SH",0.00512821636691951
"X600276.SH",-0.000370301800195261
"X600309.SH",-0.00702941176518879
"X600362.SH",0.00679741179355275
"X600383.SH",-0.000847098737651653
"X600406.SH",-0.00770830973583081
"X600426.SH",-0.00992340123372681
"X600436.SH",-0.00435098583432669
"X600438.SH",0.00558660670863986
"X600460.SH",0
"X600519.SH",-0.00529813359799114
"X600547.SH",0.00906624523775346
"X600585.SH",-0.0103627870355463
"X600600.SH",-0.000309166797948901
"X600660.SH",-0.0202811698015948
"X600674.SH",0.00411100270652254
"X600690.SH",0.0142047842983173
"X600732.SH",0.0144094712201519
"X600745.SH",0.00124817989993264
"X600754.SH",0.0306250541322224
"X600763.SH",0.00216403460344905
"X600795.SH",0
"X600803.SH",-0.0549104380085956
"X600809.SH",0.0361841908612215
"X600837.SH",-0.015727716068195
"X600845.SH",-0.0029542118974315
"X600875.SH",0.0143063956512379
"X600884.SH",-0.00786244836562222
"X600886.SH",0.00787405643090588
"X600887.SH",0.000886524880757023
"X600900.SH",0.00782272568120934
"X600999.SH",-0.0144630620275543
"X601006.SH",0.00661523911871909
"X601009.SH",0.0048661896511728
"X601088.SH",0
"X601166.SH",0.0143807788052288
"X601186.SH",-0.0031821824784628
"X601318.SH",0.0151865888857081
"X601328.SH",-0.00598804184462276
"X601390.SH",-0.00690451534654457
"X601398.SH",0.00494642393532563
"X601601.SH",0.00286645147409281
"X601607.SH",-0.0563705892692092
"X601618.SH",-0.00392157365318169
"X601628.SH",0.0168014704974273
"X601668.SH",-0.0039138993211365
"X601699.SH",-0.0103238833416359
"X601766.SH",-0.00401606965489032
"X601808.SH",-0.00529568757471033
"X601857.SH",-0.00980400009662086
"X601872.SH",0
"X601888.SH",-0.0164106246938718
"X601898.SH",0.009273636785329
"X601899.SH",0.0132804076678943
"X601919.SH",-0.0091803923449616
"X601939.SH",0.00564176390666815
"X601988.SH",0.0210534091978323
"X601998.SH",0.00754720563538314
