"","V1"
"X000001.SZ",-0.0105914494074062
"X000063.SZ",0.0196469973837967
"X000069.SZ",0.0149686156939217
"X000100.SZ",0.0299907136836826
"X000157.SZ",0.0107412418314126
"X000338.SZ",0.0130040844232071
"X000408.SZ",-0.0281132749390891
"X000425.SZ",0.0213911899813173
"X000538.SZ",-0.00194723068050973
"X000568.SZ",-0.0176692134337753
"X000596.SZ",-0.0137685503424487
"X000617.SZ",0.00301659353942574
"X000625.SZ",-0.0034879700517183
"X000651.SZ",0.0129997016039831
"X000661.SZ",0.0632750187428472
"X000708.SZ",-0.00077369442931019
"X000725.SZ",0.0914714034971591
"X000733.SZ",0.00483092726966561
"X000768.SZ",0.00682955110566175
"X000786.SZ",0.000422208154889248
"X000800.SZ",0.00478469812333637
"X000858.SZ",-0.00900408895018856
"X000876.SZ",0
"X000877.SZ",-0.00556219153527415
"X000895.SZ",-0.00233918235317221
"X000938.SZ",0.00880623785183765
"X000963.SZ",-0.0238870537509213
"X000977.SZ",0.00707871183435627
"X000983.SZ",0.00399202126953702
"X002001.SZ",0.0268199740605932
"X002007.SZ",-0.00744756319835327
"X002027.SZ",0.0309259915631168
"X002049.SZ",0.0050649047813649
"X002050.SZ",0.0549985857865183
"X002064.SZ",0
"X002074.SZ",-0.0096011331806789
"X002129.SZ",0
"X002142.SZ",0.00182537318709874
"X002179.SZ",0.0237454079008024
"X002202.SZ",0.00414365233765546
"X002230.SZ",0.0196104135224906
"X002241.SZ",0.0200613212626619
"X002252.SZ",0.00195886448533322
"X002271.SZ",0.00100050033358334
"X002304.SZ",-0.0177904110459259
"X002311.SZ",0.0217830395161123
"X300014.SZ",-0.0158903923351845
"X300015.SZ",0.0286933610452831
"X300033.SZ",-0.00248570846357321
"X600000.SH",0.00310559255815335
"X600009.SH",0.000988630826939563
"X600010.SH",0.00763362485507113
"X600011.SH",0.0058479698824232
"X600015.SH",0.00318979536810016
"X600016.SH",0
"X600019.SH",0.00781253973679386
"X600028.SH",-0.00169061747790744
"X600030.SH",0.00336700654790478
"X600031.SH",0.0336900233829835
"X600036.SH",0.00673907454984546
"X600039.SH",0.00442478598035567
"X600048.SH",0.00554018037561521
"X600050.SH",0.0028288562004779
"X600085.SH",-0.0020524856934192
"X600089.SH",-0.00299550897979817
"X600104.SH",0.00182759721902404
"X600111.SH",-0.00462504953956211
"X600150.SH",0
"X600176.SH",0.0169234808245124
"X600183.SH",0.0310476818119851
"X600196.SH",0.0450725322362224
"X600219.SH",0.00254129742867271
"X600276.SH",0.0297758591749329
"X600309.SH",0.0131631788339917
"X600346.SH",-0.00217391389961996
"X600362.SH",-0.00487673683929257
"X600383.SH",0.0117254274703158
"X600406.SH",0
"X600426.SH",0.00702853342458498
"X600436.SH",-0.00789783431619373
"X600438.SH",0
"X600460.SH",-0.00536194314138516
"X600519.SH",-0.00293027570662208
"X600547.SH",-0.000990262500463857
"X600585.SH",0.00714960712511559
"X600600.SH",-0.00586693052329323
"X600660.SH",0.0125072693523944
"X600674.SH",0.00101265831438635
"X600690.SH",0.0365638572589173
"X600745.SH",-0.000710227302581856
"X600754.SH",-0.00775851420905971
"X600763.SH",0.0594166155045364
"X600803.SH",0.0063943379507263
"X600809.SH",-0.000546497873150642
"X600837.SH",-0.00270636159774273
"X600845.SH",0.00643841849503657
"X600875.SH",0.00982326170294323
"X600884.SH",-0.0166132108871802
"X600886.SH",-0.00520834510713808
"X600887.SH",0.00369934842601127
"X600900.SH",0.00369004108745408
"X600999.SH",-0.00101419886989529
"X601006.SH",0.00212992625782515
"X601009.SH",-0.00126182982042211
"X601088.SH",0.00629694500158928
"X601166.SH",-0.00338219037181764
"X601186.SH",0.00169779327709385
"X601318.SH",-0.00199534485889608
"X601328.SH",-0.00473560474583401
"X601390.SH",0
"X601398.SH",-0.0112995552539332
"X601601.SH",0.0022724413263453
"X601607.SH",0.0209252451476729
"X601618.SH",-0.00194742028439543
"X601628.SH",0.00102476524766359
"X601668.SH",0.00531068693723746
"X601699.SH",0.00912322597552206
"X601766.SH",-0.00196078494194118
"X601808.SH",0.00270636159774273
"X601857.SH",-0.00490798531219205
"X601872.SH",0.00396040121609698
"X601888.SH",0.0194802691111713
"X601898.SH",0.00501254182354427
"X601899.SH",0.00252206943270994
"X601919.SH",-0.00709726187076165
"X601939.SH",-0.00841519692528458
"X601988.SH",-0.0122101639069314
"X601998.SH",-0.00313479880537137
