"","V1"
"X000001.SZ",-0.018018505502678
"X000063.SZ",0.00182370871214532
"X000069.SZ",0.0134591533740047
"X000100.SZ",0.0147278067102434
"X000157.SZ",0.0332256476283204
"X000338.SZ",0.00163800200423836
"X000408.SZ",-0.00694447235281137
"X000425.SZ",0.00211640290637782
"X000538.SZ",-0.0178112315225096
"X000568.SZ",-0.0299361024912654
"X000596.SZ",-0.00497101272202105
"X000617.SZ",-0.00338123737186935
"X000625.SZ",-0.00986618292105401
"X000651.SZ",-0.0193338753307355
"X000661.SZ",-0.0177496934582795
"X000708.SZ",0.00492611833605583
"X000725.SZ",0.0465200156348931
"X000733.SZ",-0.00129954534208565
"X000768.SZ",-0.00246305543239789
"X000786.SZ",-0.00758811229049217
"X000800.SZ",0.00213903824874961
"X000858.SZ",-0.0121447585938164
"X000876.SZ",-0.0139236461248244
"X000877.SZ",-0.0193157892992915
"X000895.SZ",-0.00487211682400002
"X000938.SZ",0.00357782134788387
"X000963.SZ",-0.0107759663444917
"X000977.SZ",0.001268230987995
"X000983.SZ",0.00165152803847302
"X002001.SZ",0.0382024907278162
"X002007.SZ",-0.0162191502635229
"X002027.SZ",-0.00192123017789392
"X002049.SZ",0.00481376287714186
"X002050.SZ",0.0333815388165868
"X002064.SZ",0
"X002074.SZ",-0.0146890928749386
"X002129.SZ",0.00838579337627365
"X002142.SZ",-0.00977351182698039
"X002179.SZ",-0.00980400009662086
"X002202.SZ",-0.0236790858205715
"X002230.SZ",-0.0062342490768037
"X002236.SZ",-0.0175258604308497
"X002241.SZ",0.0362962844106134
"X002252.SZ",0.0151413766763624
"X002271.SZ",-0.00621671629164844
"X002304.SZ",-0.0132835208414024
"X002311.SZ",-0.0155715621437746
"X300014.SZ",-0.0229601922815008
"X300015.SZ",-0.0111075954172479
"X300033.SZ",-0.0118572131054693
"X600000.SH",0.00433840159859855
"X600009.SH",-0.017435061822102
"X600010.SH",0
"X600011.SH",0.0126383988717229
"X600015.SH",0.00132890385005391
"X600016.SH",-0.00166527931906124
"X600019.SH",0
"X600028.SH",0.00757579380845752
"X600030.SH",-0.0110357656509898
"X600031.SH",-0.000744878991610687
"X600036.SH",0.000283246001044013
"X600039.SH",0.00279720462106137
"X600048.SH",0.0126536857685595
"X600050.SH",0.0033389012655145
"X600085.SH",-0.0159028897067404
"X600089.SH",0.00287356519573168
"X600104.SH",-0.00955355137468716
"X600111.SH",0.0111541267972064
"X600150.SH",-0.00759851686364943
"X600176.SH",0.00327332534496882
"X600183.SH",0.00596225681441798
"X600196.SH",-0.00474540039984861
"X600219.SH",0
"X600276.SH",-0.0197848180157632
"X600309.SH",-0.0024096397201534
"X600346.SH",0.00338409798424033
"X600362.SH",0.00465271693443947
"X600383.SH",0.0132866354748447
"X600406.SH",-0.0081411575836996
"X600426.SH",0.00136425669181417
"X600436.SH",-0.00575728212979687
"X600438.SH",-0.0170690600545527
"X600460.SH",-0.00456770777855509
"X600519.SH",-0.00815877525294439
"X600547.SH",-0.00171086440362922
"X600585.SH",-0.0140813203125707
"X600600.SH",-0.0160895887506021
"X600660.SH",-0.0146311632422873
"X600674.SH",-0.00323450416765914
"X600690.SH",-0.0144385990860756
"X600732.SH",0.0486319488380365
"X600745.SH",0.0286090890683628
"X600754.SH",-0.00892500853363032
"X600763.SH",-0.0322928334215735
"X600795.SH",0.00399202126953735
"X600803.SH",0.00294262105419785
"X600809.SH",-0.0109716706207097
"X600837.SH",-0.00499109770512929
"X600845.SH",-0.0154456477180598
"X600875.SH",0.000974184197843453
"X600884.SH",-0.000885347556724536
"X600886.SH",-0.0168273201325255
"X600887.SH",-0.0310219123975357
"X600900.SH",-0.00440772063470884
"X600999.SH",0.00294724645993227
"X601006.SH",-0.00508906950747168
"X601009.SH",-0.00236127618567972
"X601088.SH",0.00895449754673106
"X601166.SH",-0.00658257999469436
"X601186.SH",0.00305966582395545
"X601318.SH",-0.0129122516141322
"X601328.SH",0
"X601390.SH",0.00618239990831748
"X601398.SH",0.00178412179350151
"X601601.SH",-0.00157936331855613
"X601607.SH",-0.0216903480672279
"X601618.SH",0.00324149392417095
"X601628.SH",-0.0180896233568455
"X601668.SH",0.00504626806762443
"X601699.SH",0.00124300823959755
"X601766.SH",-0.00126662461519311
"X601808.SH",0.012916225266546
"X601857.SH",-0.00301659353942552
"X601888.SH",-0.0186190874639234
"X601898.SH",-0.0127390257774298
"X601899.SH",0.00561799230422322
"X601919.SH",0.00604231445596271
"X601939.SH",0
"X601988.SH",-0.00270636159774318
"X601998.SH",0.00336700654790434
