"","V1"
"X000001.SZ",0.00509277201128899
"X000063.SZ",-0.00857060648775043
"X000069.SZ",-0.00573889666901817
"X000157.SZ",-0.0099338565242908
"X000338.SZ",-0.000813338800428554
"X000408.SZ",-0.0367994044642712
"X000425.SZ",-0.00223964259350473
"X000538.SZ",-0.00418685939691876
"X000568.SZ",-0.00123639976185785
"X000596.SZ",0.0135074049573118
"X000617.SZ",-0.0255604969795349
"X000625.SZ",-0.00451468035452662
"X000651.SZ",0.000181834712748241
"X000661.SZ",0.0102595502541929
"X000708.SZ",-0.0225778372179626
"X000725.SZ",-0.00579711768432589
"X000733.SZ",0.00791962713806305
"X000768.SZ",-0.00632913505164723
"X000786.SZ",-0.0109710370848539
"X000800.SZ",-0.0339693000582146
"X000858.SZ",0.00552605019425378
"X000876.SZ",0.00403807874928042
"X000877.SZ",0.0475860701046273
"X000895.SZ",-0.00680683308842145
"X000938.SZ",-0.0120373512559024
"X000963.SZ",-0.00115495681750932
"X000977.SZ",-0.00751569299723709
"X000983.SZ",-0.00329489589685261
"X002001.SZ",-0.0200160647064695
"X002007.SZ",0.0195402806035228
"X002027.SZ",-0.0187271390506978
"X002049.SZ",-0.0261789197780793
"X002050.SZ",-0.0261942010908238
"X002064.SZ",-0.00397614837963944
"X002074.SZ",-0.0322729697085204
"X002129.SZ",-0.0202846711715057
"X002142.SZ",0.00995033085316788
"X002179.SZ",-0.0101101069302949
"X002202.SZ",0.00807758834636685
"X002230.SZ",-0.0125562187754125
"X002236.SZ",-0.00480935313804443
"X002241.SZ",0.0273677285820253
"X002271.SZ",-0.00615928036053504
"X002304.SZ",0.00693415358899863
"X002311.SZ",-0.00193986481782682
"X300014.SZ",0
"X300015.SZ",-0.000968210500035038
"X300033.SZ",-0.00446338740583041
"X600000.SH",0.00343053509678937
"X600009.SH",0.0304173707537752
"X600010.SH",-0.00589972212718826
"X600011.SH",-0.0222231367847103
"X600015.SH",0
"X600016.SH",-0.00157356444743062
"X600019.SH",-0.00613498856751593
"X600028.SH",0.00733948248804572
"X600030.SH",-0.00460926858366006
"X600031.SH",0.00998855788350594
"X600036.SH",-0.0129782299322803
"X600039.SH",-0.0109290705321903
"X600048.SH",-0.00469117357588011
"X600050.SH",-0.00808411839995893
"X600085.SH",-0.00378592777105791
"X600089.SH",-0.00137835997012137
"X600104.SH",-0.00156739844001308
"X600111.SH",0.0228446326840221
"X600150.SH",0.0170944333593002
"X600176.SH",-0.00627617122923585
"X600183.SH",-0.022339956655903
"X600196.SH",-0.0242104757505994
"X600219.SH",-0.0305034542934148
"X600276.SH",-0.0135442251077578
"X600309.SH",-0.00303348733377229
"X600362.SH",0.00509555242660031
"X600383.SH",-0.00585041367817585
"X600406.SH",-0.0127933514599095
"X600426.SH",-0.0153592334901442
"X600436.SH",-0.000867679013222045
"X600438.SH",-0.014825545106226
"X600460.SH",-0.0325954782494509
"X600519.SH",-0.0124727044263402
"X600547.SH",0.00657977273305743
"X600585.SH",0.00579991959354675
"X600600.SH",-0.00240048124871173
"X600660.SH",0.022692853652968
"X600674.SH",-0.0145010906907999
"X600690.SH",-0.00173360343909001
"X600732.SH",-0.00438918041876302
"X600754.SH",-0.0165026888655548
"X600763.SH",-0.0150126055024833
"X600795.SH",-0.00784317746102592
"X600803.SH",-0.00762634773506399
"X600809.SH",0.0147351123276405
"X600837.SH",0
"X600845.SH",-0.277269907441545
"X600875.SH",-0.0121667387598787
"X600884.SH",-0.00281294137661448
"X600886.SH",-0.0178576174000065
"X600887.SH",0.00901990480951032
"X600900.SH",0.00504061554513902
"X600999.SH",-0.0104773950310877
"X601006.SH",-0.0073891961823711
"X601009.SH",-0.00362538161431658
"X601088.SH",0.000981836112256662
"X601166.SH",-0.0027300044255445
"X601186.SH",0.00201207311342033
"X601318.SH",0.00633988311699518
"X601328.SH",-0.0016326534238853
"X601390.SH",-0.00306278953054573
"X601398.SH",-0.00338983375451174
"X601601.SH",0.0071468143668616
"X601607.SH",-0.00932279853512474
"X601628.SH",-0.00528263246442728
"X601668.SH",-0.0189497487796622
"X601699.SH",-0.0100251466193786
"X601766.SH",-0.00493219248931887
"X601808.SH",-0.00724265969930249
"X601857.SH",-0.0158619043004669
"X601888.SH",0.0236271905063825
"X601898.SH",-0.0103627870355465
"X601899.SH",0.0106667678041952
"X601919.SH",-0.00793654959573642
"X601939.SH",0.00404040953700502
"X601988.SH",-0.00267022855587884
"X601998.SH",-0.00667782114260551
